OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,FullAddress,Latitude,Longitude
6677,ROADWAY TRAVEL CENTER,"I-29, EXIT 73",Sioux Falls                             ,SD,530,3.199,"I-29, EXIT 73, Sioux Falls , SD",44.010702,-97.595227
6693,SAPP BROS TRAVEL CENTER,US-77,Fremont,NE,486,3.34566666,"US-77, Fremont, NE",41.4643471,-96.4975012
6701,JACKS TRUCK STOP,"I-65, EXIT 304 & SR-69",Cullman,AL,615,3.999,"I-65, EXIT 304 & SR-69, Cullman, AL",34.087751,-86.950723
6704,FL Roberts,"I-91, EXIT 24",Whately,MA,100,3.559,"I-91, EXIT 24, Whately, MA",42.442673,-72.652511
6716,MARATHON,"I-29/US-81, EXIT 65 & I-94 BUS/US-10",Fargo,ND,341,3.449,"I-29/US-81, EXIT 65 & I-94 BUS/US-10, Fargo, ND",46.869865,-96.841741
6721,STAMART 1222,"I-29, EXIT 64",Fargo,ND,341,3.38566666,"I-29, EXIT 64, Fargo, ND",46.876018,-96.840696
6725,TA EXPRESS GRAND FORKS #948,"I-29, EXIT 141 & US-2",Grand Forks,ND,355,3.539,"I-29, EXIT 141 & US-2, Grand Forks, ND",47.903977,-97.069569
6734,TOMAHAWK TRUCK STOP,"I-25, EXIT 128",Fountain,CO,803,3.299,"I-25, EXIT 128, Fountain, CO",38.971776,-105.125856
6736,EAGLEVILLE TRAVEL CENTER,"I-35 & ROUTE N, EXIT 106",Eagleville,MO,320,2.93566666,"I-35 & ROUTE N, EXIT 106, Eagleville, MO",40.128336,-94.887954
6742,Holiday #3810,"I-94/US-52, EXIT 178 & SR-24",Clearwater,MN,453,3.22066666,"I-94/US-52, EXIT 178 & SR-24, Clearwater, MN",45.288688,-93.915915
6744,FLYING J #550,US-2/US-52,Minot,ND,273,3.93566666,"US-2/US-52, Minot, ND",48.21143,-101.275742
6745,TIGER TRUCK STOP,"I-10, EXIT 139",Grosse Tete,LA,600,3.059,"I-10, EXIT 139, Grosse Tete, LA",30.371497,-91.412678
6755,PETRO STOPPING CENTER #326,"I-40, EXIT 161 & SR-391",North Little Rock,AR,695,3.20733333,"I-40, EXIT 161 & SR-391, North Little Rock, AR",34.791973,-92.264781
6760,BETTY BEAVERS TRUCKSTOP,"I-87, EXIT 32",Lewis,NY,12,3.719,"I-87, EXIT 32, Lewis, NY",40.782213,-73.959921
6760,BETTY BEAVERS TRUCKSTOP,"I-87, EXIT 32",Lewis,NY,12,3.619,"I-87, EXIT 32, Lewis, NY",40.782213,-73.959921
6765,CIRCLE C TRAVEL PLAZA,"I-95, EXIT 68 & SR-61",Walterboro,SC,195,3.079,"I-95, EXIT 68 & SR-61, Walterboro, SC",32.800064,-80.042786
6806,Onvo Travel Plaza,"I-78/US-22, EXIT 45 & SR-863",Kutztown,PA,90,3.32733333,"I-78/US-22, EXIT 45 & SR-863, Kutztown, PA",40.580211,-75.729969
6810,TA RICHMOND,"I-95, EXIT 89 & SR-802",Ashland,VA,180,3.60566666,"I-95, EXIT 89 & SR-802, Ashland, VA",37.754912,-77.480128
6811,PUMP & PANTRY #24,US-6/CR-74,Hastings,NE,330,3.399,"US-6/CR-74, Hastings, NE",40.582425,-98.389035
6823,PETRO STOPPING CENTER #301,"I-10, EXIT 37",El Paso,TX,640,3.124,"I-10, EXIT 37, El Paso, TX",31.761253,-106.504059
6840,PETRO DEMING,"I-10, EXIT 68",Deming,NM,640,3.38566666,"I-10, EXIT 68, Deming, NM",32.270489,-107.75899
6842,FLYNNS TRUCK PLAZA,"US-20, EXIT 11 & SR-140",Shrewsbury,MA,175,3.61566666,"US-20, EXIT 11 & SR-140, Shrewsbury, MA",42.514319,-71.685198
6845,NEBRASKALAND TIRE SHOP,"I-80, EXIT 237 & US-283",Lexington,NE,330,2.999,"I-80, EXIT 237 & US-283, Lexington, NE",40.821225,-96.967941
6850,BROKEN WHEEL TRUCK STOP,"I-25, EXIT 135",Douglas,WY,790,3.759,"I-25, EXIT 135, Douglas, WY",42.758089,-105.3827
6857,TA SPARKS TRAVEL CENTER,"I-80, EXIT 19 & SR-659",Sparks,NV,966,3.899,"I-80, EXIT 19 & SR-659, Sparks, NV",39.522487,-119.624967
6859,PRIME STOP,US-81,Norfolk,NE,470,3.229,"US-81, Norfolk, NE",42.0085686,-97.4266959
6864,JJS TRUCK STOP,"I-30, EXIT 106",Malvern,AR,695,3.31566666,"I-30, EXIT 106, Malvern, AR",34.46001,-92.75262
6869,TA WHEELING TRAVEL CENTER,"I-70, EXIT 11 & CR-41",Valley Grove,WV,165,3.529,"I-70, EXIT 11 & CR-41, Valley Grove, WV",39.663139,-79.984922
6883,PILOT TRAVEL CENTERS #517,US- 22 & SR-322,Duncannon,PA,70,4.199,"US- 22 & SR-322, Duncannon, PA",40.402612,-77.010474
6885,GO MART FOOD STORE #31,"I-77, EXIT 95 & SR-61",Charleston                              ,WV,44,3.499,"I-77, EXIT 95 & SR-61, Charleston , WV",38.245126,-81.56653
6886,PWI #535,"I-70, EXIT 47",Palisade,CO,800,3.379,"I-70, EXIT 47, Palisade, CO",39.198332,-108.847716
6897,Speedee Mart #2890,US-20 & US-83,Valentine,NE,475,3.329,"US-20 & US-83, Valentine, NE",42.8669648,-100.5426004
6901,PRIME STOP,US-275,Wisner,NE,470,3.259,"US-275, Wisner, NE",41.9826953,-96.9072476
6915,FLITE LINE SUNOCO,"I-95, EXIT 3",Portsmouth,NH,34,3.69566666,"I-95, EXIT 3, Portsmouth, NH",43.252908,-70.854624
6927,TORCH 85 TRUCK PLAZA,"I-85, EXIT 42",Tuskegee,AL,720,3.27233333,"I-85, EXIT 42, Tuskegee, AL",32.44343,-85.757565
6944,CROSSROADS TRUCK STOP,"I-82, EXIT 1 & US-730",Umatilla,OR,982,3.239,"I-82, EXIT 1 & US-730, Umatilla, OR",46.217375,-119.747854
6948,PILOT #4563,"I-8I, EXIT 77",Harrisburg,PA,70,3.869,"I-8I, EXIT 77, Harrisburg, PA",40.898215,-78.215284
6951,ARROWHEAD TRAVEL PLAZA,"I-84, EXIT 216 & SR 331,",Pendleton,OR,982,3.259,"I-84, EXIT 216 & SR 331,, Pendleton, OR",45.584375,-118.457872
6954,BOLLA MARKET #198,SR-17MAHWA,Mahwah,NJ,115,3.58566666,"SR-17MAHWA, Mahwah, NJ",41.083159,-74.185895
6960,FLYING J TRAVEL PLAZA #761,"I-80 & US-189, EXIT 3",Evanston,WY,835,3.699,"I-80 & US-189, EXIT 3, Evanston, WY",41.31104,-105.593623
6961,LITTLE AMERICA,"I-80, EXIT 358 & I-25, EXIT 9 & US-30",Cheyenne,WY,795,3.709,"I-80, EXIT 358 & I-25, EXIT 9 & US-30, Cheyenne, WY",40.903106,-105.816358
6962,LITTLE AMERICA TRAVEL CENTER,"I-80, EXIT 68 & SR-374",Little America,WY,835,3.52566666,"I-80, EXIT 68 & SR-374, Little America, WY",40.903106,-105.816358
6963,Atlantis Fresh Market #553,"I-84, EXIT 1",Montague,NJ,120,3.509,"I-84, EXIT 1, Montague, NJ",40.849658,-74.836636
6968,R STORE #4513,US-41,Fond Du Lac,WI,360,3.299,"US-41, Fond Du Lac, WI",43.702555,-88.4423625
6970,TA Twin City East Travel Center,I-94  EXIT 4 & US-12,Hudson,WI,450,3.54733333,"I-94 EXIT 4 & US-12, Hudson, WI",43.725441,-89.674349
6971,KWIK TRIP #1013,"I-41, EXIT 57 & SR-167",Richfield,WI,444,3.39066666,"I-41, EXIT 57 & SR-167, Richfield, WI",44.366718,-89.753698
6975,TRUCKERS INN STOP,"I-90/I-94, EXIT 132 & US-51",De Forest,WI,420,3.199,"I-90/I-94, EXIT 132 & US-51, De Forest, WI",43.618127,-89.748486
6976,MOASIS TRUCK CENTER,US-41,Little Chute,WI,444,3.199,"US-41, Little Chute, WI",44.2981259,-88.3503509
6980,TA MADISON TRAVEL CENTER,"I-90/I-94/I-39, EXIT 132 & US-51",De Forest,WI,420,3.839,"I-90/I-94/I-39, EXIT 132 & US-51, De Forest, WI",43.618127,-89.748486
6981,Kwik Trip #1197,"US-151, EXIT 26",Belmont,WI,335,3.564,"US-151, EXIT 26, Belmont, WI",44.380388,-89.855735
6984,TA HURRICANE TRAVEL CENTER,"I-64, EXIT 39 & SR-34",Hurricane,WV,255,3.63233333,"I-64, EXIT 39 & SR-34, Hurricane, WV",39.630001,-79.935486
6986,LOVES TRAVEL STOP #448,"I-5, EXIT 136B, SR-509",Tacoma,WA,977,4.589,"I-5, EXIT 136B, SR-509, Tacoma, WA",47.267316,-122.453343
6986,LOVES TRAVEL STOPS #448,"I-5, EXIT 136B, SR-509",Tacoma,WA,977,4.589,"I-5, EXIT 136B, SR-509, Tacoma, WA",47.267316,-122.453343
6987,One9 #965,"I-90, EXIT 109 & US-97",Ellensburg                              ,WA,977,3.859,"I-90, EXIT 109 & US-97, Ellensburg , WA",46.943616,-119.966033
6987,One9 #965,"I-90, EXIT 109 & US-97",Ellensburg                              ,WA,977,3.839,"I-90, EXIT 109 & US-97, Ellensburg , WA",46.943616,-119.966033
6987,One9 #965,"I-90, EXIT 109 & US-97",Ellensburg                              ,WA,977,3.899,"I-90, EXIT 109 & US-97, Ellensburg , WA",46.943616,-119.966033
6992,FLYING J #1169,"I-5, EXIT 99",Tumwater,WA,977,4.599,"I-5, EXIT 99, Tumwater, WA",47.043355,-122.912382
6994,FLYING J FRANCHISE #967,"I-90, EXIT 286",Spokane,WA,970,4.059,"I-90, EXIT 286, Spokane, WA",47.66264,-117.435997
6994,FLYING J FRANCHISE #967,"I-90, EXIT 286",Spokane,WA,970,3.999,"I-90, EXIT 286, Spokane, WA",47.66264,-117.435997
6994,FLYING J FRANCHISE #967,"I-90, EXIT 286",Spokane,WA,970,4.029,"I-90, EXIT 286, Spokane, WA",47.66264,-117.435997
6994,FLYING J FRANCHISE #967,"I-90, EXIT 286",Spokane,WA,970,4.159,"I-90, EXIT 286, Spokane, WA",47.66264,-117.435997
6994,FLYING J FRANCHISE #967,"I-90, EXIT 286",Spokane,WA,970,3.929,"I-90, EXIT 286, Spokane, WA",47.66264,-117.435997
6999,SIMMONS TRAVEL CENTER,"I-85, EXIT 4 & SR-93/SR-903",Bracey,VA,180,3.099,"I-85, EXIT 4 & SR-93/SR-903, Bracey, VA",39.205086,-78.342661
7003,TA ASHLAND TRAVEL CENTER,"I-95, EXIT 92 & SR-54",Ashland,VA,180,3.64233333,"I-95, EXIT 92 & SR-54, Ashland, VA",37.754912,-77.480128
7004,FRANKS TRUCKING CENTER,"I-264, EXIT 13B",Chesapeake,VA,130,3.449,"I-264, EXIT 13B, Chesapeake, VA",36.808369,-76.219819
7005,PETRO STOPPING CENTER,"I-81 & I-64, EXIT 205",Raphine,VA,185,3.659,"I-81 & I-64, EXIT 205, Raphine, VA",37.813562,-79.675516
7007,KUM & GO #0201,"I-80, EXIT 242",Coralville,IA,380,3.294,"I-80, EXIT 242, Coralville, IA",41.695158,-91.716284
7013,ERNIES TRUCK PLAZA,"I-15, EXIT 112",Beaver,UT,910,3.399,"I-15, EXIT 112, Beaver, UT",37.108221,-113.593159
7016,TA SALT LAKE CITY TRAVEL CENTER,"I-80, EXIT 99",Tooele,UT,835,3.769,"I-80, EXIT 99, Tooele, UT",40.552962,-112.295997
7018,FLYING J TRAVEL PLAZA #746,"I-15 & I-80 SR 201, EXIT 305",Salt Lake City,UT,835,3.73233333,"I-15 & I-80 SR 201, EXIT 305, Salt Lake City, UT",40.74617,-111.93322
7023,TA AMARILLO WEST TRAVEL CENTER,"I-40, EXIT 74",Amarillo,TX,585,3.279,"I-40, EXIT 74, Amarillo, TX",35.187064,-101.942199
7037,SAMS TRUCK STOP,"I-10, EXIT 138",Van Horn,TX,640,3.999,"I-10, EXIT 138, Van Horn, TX",31.082862,-104.074381
7045,BUBBLE CITY TRUCK STOP,US-64,Farmington,NM,614,3.70566666,"US-64, Farmington, NM",36.7191413,-108.1667923
7051,PILOT #887,US-84 & US-180,Snyder,TX,575,3.24566666,"US-84 & US-180, Snyder, TX",32.704571,-100.869944
7056,TA SWEETWATER TRAVEL CENTER,"I-20, EXIT 242",Sweetwater,TX,575,3.15233333,"I-20, EXIT 242, Sweetwater, TX",32.448696,-100.503468
7058,YESWAY #1125,"I-27, EXIT 1C",Lubbock,TX,700,2.969,"I-27, EXIT 1C, Lubbock, TX",33.57786,-101.85517
7059,TA BIG SPRING TRAVEL CENTER,"I-20, EXIT 177 & US-87",Big Spring,TX,612,3.699,"I-20, EXIT 177 & US-87, Big Spring, TX",32.257657,-101.463555
7064,SPEEDWAY #9804,"I-10, EXIT 25",El Paso,TX,640,3.41566666,"I-10, EXIT 25, El Paso, TX",31.761253,-106.504059
7066,REFUEL #328,"I-35,  EXIT 204",San Marcos,TX,595,2.999,"I-35, EXIT 204, San Marcos, TX",29.887926,-97.916855
7072,TA ANTIOCH TRAVEL CENTER,"I-24, EXIT 62",Antioch,TN,460,3.50566666,"I-24, EXIT 62, Antioch, TN",35.961838,-85.037298
7077,THE TENNESSEAN TRUCKSTOP,"I-65, EXIT 22 & US-31 ALT/SR-11",Cornersville,TN,460,3.799,"I-65, EXIT 22 & US-31 ALT/SR-11, Cornersville, TN",36.392598,-86.900632
7078,TA DENMARK TRAVEL CENTER,"I-40 & SR-138, EXIT 68",Denmark,TN,435,3.539,"I-40 & SR-138, EXIT 68, Denmark, TN",36.169657,-86.585353
7080,ONE9 #1422,"I-40, EXIT 197",Moriarty,NM,580,3.11566666,"I-40, EXIT 197, Moriarty, NM",35.100034,-106.281942
7082,Chevron,"I-65, EXIT 6",Ardmore,TN,460,3.599,"I-65, EXIT 6, Ardmore, TN",35.040855,-86.867446
7084,Holiday StationStore #2746500,US-12 & US-281,Aberdeen,SD,248,3.114,"US-12 & US-281, Aberdeen, SD",45.4872568,-98.5105214
7087,PILOT #599,"I-90, EXIT 192 & I-90 BUS/US-83",Murdo,SD,506,3.799,"I-90, EXIT 192 & I-90 BUS/US-83, Murdo, SD",43.886649,-100.712198
7088,FLYING J FRANCHISE #931,"I-90, EXIT 61",Rapid City,SD,506,3.15733333,"I-90, EXIT 61, Rapid City, SD",44.067609,-103.302757
7092,LOVES TRAVEL STOP #445,I-90 EXIT 399 & SR 115,Sioux Falls,SD,530,3.889,"I-90 EXIT 399 & SR 115, Sioux Falls, SD",44.010702,-97.595227
7095,TA MANNING TRAVEL CENTER,"I-95, EXIT 119",Manning,SC,135,3.51733333,"I-95, EXIT 119, Manning, SC",33.493245,-80.467804
7106,PILOT DEALER #1163,"I-80, EXIT 42",Emlenton,PA,165,4.03566666,"I-80, EXIT 42, Emlenton, PA",40.979408,-77.62773
7112,TA HARRISBURG TRAVEL CENTER,"I-81, EXIT 77 & SR-39",Harrisburg,PA,70,3.81566666,"I-81, EXIT 77 & SR-39, Harrisburg, PA",40.258655,-76.894376
7116,TA MILESBURG TRAVEL CENTER,"I-80, EXIT 158",Milesburg,PA,14,4.049,"I-80, EXIT 158, Milesburg, PA",40.979408,-77.62773
7121,TA BLOOMSBURG TRAVEL CENTER,"I-80, EXIT 232",Bloomsburg,PA,138,3.95733333,"I-80, EXIT 232, Bloomsburg, PA",40.979408,-77.62773
7126,SAPP BROS TRAVEL CENTER,"I-80, EXIT 120",Clearfield,PA,14,3.899,"I-80, EXIT 120, Clearfield, PA",40.979408,-77.62773
7128,FLYING J #518,"I-78, EXIT 10 (PA 645)",Myerstown,PA,208,3.869,"I-78, EXIT 10 (PA 645), Myerstown, PA",40.39037,-76.315043
7129,TA BROOKVILLE TRAVEL CENTER,"I-80 EXIT 78, & SR-36",Brookville,PA,14,4.029,"I-80 EXIT 78, & SR-36, Brookville, PA",40.981142,-77.796099
7131,TA BREEZEWOOD TRAVEL CENTER,"I-76 & US30, EXIT 161",Breezewood,PA,14,4.299,"I-76 & US30, EXIT 161, Breezewood, PA",39.98344,-78.251177
7132,Terrible Herbst dba/One9 #1395,"I-15, EXIT 12",Jean,NV,910,3.459,"I-15, EXIT 12, Jean, NV",36.217674,-115.123913
7135,PETRO STOPPING CENTER #336,"I-81, EXIT 52 & I-76, EXIT 226",Carlisle,PA,70,4.149,"I-81, EXIT 52 & I-76, EXIT 226, Carlisle, PA",40.27092,-77.164425
7136,TA LAMAR TRAVEL CENTER,"I-80, EXIT 173 & SR-64",Lamar,PA,14,4.03566666,"I-80, EXIT 173 & SR-64, Lamar, PA",40.981142,-77.796099
7137,TA BARKEYVILLE TRAVEL CENTER,"I-80, EXIT 29 & SR-8",Harrisville,PA,165,4.044,"I-80, EXIT 29 & SR-8, Harrisville, PA",40.981142,-77.796099
7147,JUBITZ TRAVEL PLAZA,"I-5, EXIT 307",Portland,OR,935,3.859,"I-5, EXIT 307, Portland, OR",45.5856398,-122.5857337
7148,TA TROUTDALE TRAVEL CENTER,"I-84, EXIT 17",Troutdale,OR,935,3.93233333,"I-84, EXIT 17, Troutdale, OR",45.529207,-122.387544
7154,TA OKLAHOMA CITY WEST TRAVEL CENTER,"I-40, EXIT 140",Oklahoma City,OK,483,3.30233333,"I-40, EXIT 140, Oklahoma City, OK",35.462795,-97.481709
7156,TA OKLAHOMA CITY EAST TRAVEL CENTER,"I-40, EXIT 142",Oklahoma City,OK,483,3.30066666,"I-40, EXIT 142, Oklahoma City, OK",35.462795,-97.481709
7166,TA London Travel Center,"I-70 & US-42, EXIT 79",London,OH,315,3.49233333,"I-70 & US-42, EXIT 79, London, OH",39.91551,-83.359023
7169,TA YOUNGSTOWN TRAVEL CENTER,"I-80 & SR 46, EXIT 223",Youngstown,OH,573,3.444,"I-80 & SR 46, EXIT 223, Youngstown, OH",41.063823,-80.699679
7170,TRUCK WORLD TRUCKSTOP,"I-80, EXIT 234",Hubbard,OH,573,3.259,"I-80, EXIT 234, Hubbard, OH",41.425263,-80.821976
7172,TA TOLEDO EAST TRAVEL CENTER,"I-80 & I-280, EXIT 71",Perrysburg,OH,550,3.78066666,"I-80 & I-280, EXIT 71, Perrysburg, OH",41.647825,-84.005384
7173,SPEEDWAY #9954,"SR-17, EXIT 66",Apalachin,NY,32,3.999,"SR-17, EXIT 66, Apalachin, NY",40.767967,-73.968215
7173,SPEEDWAY #9954,"SR-17, EXIT 66",Apalachin,NY,32,4.099,"SR-17, EXIT 66, Apalachin, NY",40.767967,-73.968215
7176,TA DAYTON TRAVEL CENTER,"I-70,  EXIT 10 & US-127",Eaton,OH,317,3.40066666,"I-70, EXIT 10 & US-127, Eaton, OH",41.558133,-84.773763
7179,JIMS TRUCK PLAZA,"I-90, EXIT 52E",Buffalo                                 ,NY,38,3.799,"I-90, EXIT 52E, Buffalo , NY",40.784098,-73.958558
7179,JIMS TRUCK PLAZA,"I-90, EXIT 52E",Buffalo                                 ,NY,38,3.659,"I-90, EXIT 52E, Buffalo , NY",40.784098,-73.958558
7180,TA HebronTravel Center,"I-70, EXIT 126 & SR-37",Hebron,OH,315,3.38233333,"I-70, EXIT 126 & SR-37, Hebron, OH",40.493879,-82.30637
7183,TA KINGSVILLE TRAVEL CENTER,"I-90, EXIT 235 & SR-193",Kingsville,OH,305,3.88233333,"I-90, EXIT 235 & SR-193, Kingsville, OH",41.807067,-80.770386
7184,TA JEFFERSONVILLE EAST TRAVEL CENTER,"I-71, EXIT 65 & SR-435 & US-35",Jeffersonville,OH,315,3.32733333,"I-71, EXIT 65 & SR-435 & US-35, Jeffersonville, OH",39.617939,-82.858435
7189,S and R Truck Plaza,"I-94, EXIT 260",Jamestown,ND,390,3.58566666,"I-94, EXIT 260, Jamestown, ND",46.892289,-98.945403
7190,Tower Travel Center,"I-94, EXIT 307",Tower City,ND,341,3.51566666,"I-94, EXIT 307, Tower City, ND",46.919346,-97.744664
7196,SALUDA TRUCK PLAZA,"I-26, EXIT 28",Saluda                                  ,NC,210,3.099,"I-26, EXIT 28, Saluda , NC",35.395645,-82.497577
7197,7-ELEVEN #35115,"I-90, EXIT 42",Phelps,NY,190,4.049,"I-90, EXIT 42, Phelps, NY",40.784098,-73.958558
7197,7-ELEVEN #35115,"I-90, EXIT 42",Phelps,NY,190,4.019,"I-90, EXIT 42, Phelps, NY",40.784098,-73.958558
7198,LOVES TRAVEL STOP #507,"I-85, EXIT 71",Salisbury,NC,46,3.51066666,"I-85, EXIT 71, Salisbury, NC",35.686412,-80.404829
7212,ONVO TRAVEL PLAZA,"I-90 & RTE 22, EXIT B-3",Canaan,NY,12,3.439,"I-90 & RTE 22, EXIT B-3, Canaan, NY",42.321373,-73.466627
7212,ONVO TRAVEL PLAZA,"I-90 & RTE 22, EXIT B-3",Canaan,NY,12,3.399,"I-90 & RTE 22, EXIT B-3, Canaan, NY",42.321373,-73.466627
7213,SENECA ONE STOP,"I-90, EXIT 58",Irving                                  ,NY,38,2.899,"I-90, EXIT 58, Irving , NY",40.784098,-73.958558
7213,SENECA ONE STOP,"I-90, EXIT 58",Irving                                  ,NY,38,2.999,"I-90, EXIT 58, Irving , NY",40.784098,-73.958558
7215,TA FULTONVILLE TRAVEL CENTER,"I-90, EXIT 28",Fultonville,NY,12,4.039,"I-90, EXIT 28, Fultonville, NY",40.784098,-73.958558
7216,ONVO TRAVEL PLAZA - LOUNSBERRY,"SR-17, EXIT 63",Nichols,NY,220,3.399,"SR-17, EXIT 63, Nichols, NY",40.766767,-73.971189
7216,ONVO TRAVEL PLAZA - LOUNSBERRY,"SR-17, EXIT 63",Nichols,NY,220,3.439,"SR-17, EXIT 63, Nichols, NY",40.766767,-73.971189
7220,CUMBERLAND FARMS #001662,US-9W/SR-32,Glenmont,NY,12,3.799,"US-9W/SR-32, Glenmont, NY",40.714269,-74.005973
7220,CUMBERLAND FARMS #001662,US-9W/SR-32,Glenmont,NY,12,3.749,"US-9W/SR-32, Glenmont, NY",40.714269,-74.005973
7222,TA SANTA ROSA TRAVEL CENTER,"I-40/US-54, EXIT 277 & US-84",Santa Rosa,NM,580,3.45233333,"I-40/US-54, EXIT 277 & US-84, Santa Rosa, NM",34.939099,-104.69146
7225,LOVES TRAVEL STOP #329,US-60,Clovis,NM,593,4.089,"US-60, Clovis, NM",34.4045655,-103.2481473
7226,TA LAS CRUCES TRAVEL CENTER,"I-10, EXIT 139",Las Cruces,NM,640,3.14066666,"I-10, EXIT 139, Las Cruces, NM",32.393789,-106.731016
7227,NATIONAL TRUCK STOP,"I-10, VADO EXIT 155",Vado                                    ,NM,640,2.999,"I-10, VADO EXIT 155, Vado , NM",32.1188,-106.66241
7228,MAVERIK COUNTRY STORE #638,"I-40, EXIT 159D & I-25/US-85, EXIT 227",Albuquerque,NM,580,3.20733333,"I-40, EXIT 159D & I-25/US-85, EXIT 227, Albuquerque, NM",35.073409,-106.770693
7229,TA GALLUP TRAVEL CENTER,"I-40, EXIT 16 & HWY 66",Gallup,NM,580,3.43233333,"I-40, EXIT 16 & HWY 66, Gallup, NM",35.527682,-108.762625
7230,DEMING TRUCK STOP,"I-10, EXIT 81",Deming,NM,640,2.899,"I-10, EXIT 81, Deming, NM",32.270489,-107.75899
7231,TA ALBUQUERQUE TRAVEL CENTER,"I-25, EXIT 227 OR 225",Albuquerque,NM,580,3.58733333,"I-25, EXIT 227 OR 225, Albuquerque, NM",35.118085,-106.624411
7234,TA BLOOMSBURY TRAVEL CENTER,"I-78/US-22, EXIT 7 & SR-173",Bloomsbury,NJ,115,3.79066666,"I-78/US-22, EXIT 7 & SR-173, Bloomsbury, NJ",40.632869,-74.910484
7237,TA COLUMBIA TRAVEL CENTER,"I-80, EXIT 4 & SR-94",Columbia,NJ,115,4.099,"I-80, EXIT 4 & SR-94, Columbia, NJ",40.828897,-74.789195
7239,TA PAULSBORO TRAVELCENTER,"I-295, EXIT 18A",Paulsboro,NJ,150,3.999,"I-295, EXIT 18A, Paulsboro, NJ",39.852654,-75.170005
7240,Pilot Travel Centers #190,"I-78, EXIT 12 & US-22",Hampton                                 ,NJ,105,3.809,"I-78, EXIT 12 & US-22, Hampton , NJ",40.632869,-74.910484
7244,TA LAS VEGAS TRAVEL CENTER,"I-15, EXIT 33",Las Vegas,NV,910,3.73566666,"I-15, EXIT 33, Las Vegas, NV",36.130536,-115.180294
7248,WILD WILD WEST TRAVEL PLAZA,"I-15, EXIT 37",Las Vegas,NV,910,3.76733333,"I-15, EXIT 37, Las Vegas, NV",36.130536,-115.180294
7263,FLYING J #904,"I-80, EXIT 107",Big Springs,NE,475,3.48233333,"I-80, EXIT 107, Big Springs, NE",40.821442,-96.929704
7264,TA GRAND ISLAND WEST TRAVEL CENTER,"I-80, EXIT 305",Alda,NE,330,3.169,"I-80, EXIT 305, Alda, NE",40.916033,-98.493169
7265,Fast Stop Travel Centers #1151,"I-80, EXIT 164 & CR-56C",Hershey,NE,475,3.499,"I-80, EXIT 164 & CR-56C, Hershey, NE",40.821225,-96.967941
7267,TA OGALLALA TRAVEL CENTER,"I-80, EXIT 126",Ogallala,NE,475,3.46566666,"I-80, EXIT 126, Ogallala, NE",40.821442,-96.929704
7268,SAPP BROS TRAVEL CENTER,"I-80, EXIT 440 & SR-50, EXIT 440",Omaha,NE,486,3.28066666,"I-80, EXIT 440 & SR-50, EXIT 440, Omaha, NE",41.189802,-96.102404
7269,GRAND ISLAND TRAVEL CENTER,"I-80, EXIT 312 & US-281/US-34",Grand Island,NE,330,3.26566666,"I-80, EXIT 312 & US-281/US-34, Grand Island, NE",40.985904,-98.492943
7282,ALLTOWN FRESH,"I-87, EXIT 17N & US-9",Fort Edward,NY,12,3.759,"I-87, EXIT 17N & US-9, Fort Edward, NY",40.776603,-73.946627
7282,ALLTOWN FRESH,"I-87, EXIT 17N & US-9",Fort Edward,NY,12,3.779,"I-87, EXIT 17N & US-9, Fort Edward, NY",40.776603,-73.946627
7284,MURALTS TRUCK PLAZA,"I-90, EXIT 96 & US-93/SR-200",Missoula,MT,820,3.609,"I-90, EXIT 96 & US-93/SR-200, Missoula, MT",46.868727,-113.982768
7285,SENECA ONE STOP,"SR-17, EXIT 20",Salamanca                               ,NY,38,3.309,"SR-17, EXIT 20, Salamanca , NY",40.739672,-73.990944
7286,TA MISSOULA,"I-90, EXIT 96 & US-93",Missoula,MT,820,3.699,"I-90, EXIT 96 & US-93, Missoula, MT",46.868727,-113.982768
7288,TA LAUREL,"I-90, EXIT 437",Laurel,MT,780,3.61233333,"I-90, EXIT 437, Laurel, MT",45.661149,-108.805756
7289,TA STRAFFORD,"I-44, EXIT 88 & SR-125",Strafford,MO,535,3.36566666,"I-44, EXIT 88 & SR-125, Strafford, MO",37.353449,-93.166139
7291,TA OAK GROVE TRAVEL CENTER,"I-70, EXIT 28",Oak Grove,MO,400,3.22233333,"I-70, EXIT 28, Oak Grove, MO",38.986722,-94.131264
7293,TA Matthews Travel Center,"I-55, EXIT 58 & SR-80",Matthews,MO,574,3.20566666,"I-55, EXIT 58 & SR-80, Matthews, MO",38.495367,-90.346643
7299,GASPERS - FAST LANE,"I-70, EXIT 148 & US-54",Kingdom City,MO,392,2.959,"I-70, EXIT 148 & US-54, Kingdom City, MO",38.951679,-91.899909
7300,B AND D AUTO TRUCK PLAZA,"I-44, EXIT 127",Lebanon,MO,416,3.099,"I-44, EXIT 127, Lebanon, MO",37.675444,-92.65916
7310,AAA HOSPITALITY,"I-55, EXIT 220",Tillatoba,MS,435,2.784,"I-55, EXIT 220, Tillatoba, MS",33.959949,-89.819986
7312,208 FUEL PLAZA,"I-70, EXIT 208",Belmont,OH,430,3.419,"I-70, EXIT 208, Belmont, OH",40.062987,-81.002375
7314,TA MERIDIAN TRAVEL CENTER,"I-20 & I-59, EXIT 160",Meridian,MS,705,2.91233333,"I-20 & I-59, EXIT 160, Meridian, MS",32.350009,-88.736795
